Date,Precipitation,TempAvg,TempMin,TempMax,Bici,Edad_Usuario,n_CO,n_UVA,n_UVB
2019-10-07,0.0,62,54,78,26654,35.07769940721843,4.543750000000001,16.030363636363635,16.030363636363635
2019-10-08,,,,,12907,35.07205392422716,3.5906249999999997,20.353272727272728,20.353272727272728
2019-10-09,,61,54,72,26991,35.07150531658701,4.175000000000001,16.102272727272727,16.102272727272727
2019-10-10,,,,,,,4.9781249999999995,17.151181818181815,17.151181818181815
2019-10-11,,69,59,82,,,6.234375000000001,18.833636363636362,18.833636363636362
2019-10-12,0.49,67,58,80,,,10.590625000000001,15.165727272727274,15.165727272727274
2019-10-13,0.0,67,,,,,4.4906250000000005,18.63127272727273,18.63127272727273
2019-10-14,0.0,69,56,81,,,5.637499999999999,18.30518181818182,18.30518181818182
2019-10-15,0.0,65,56,83,,,6.6625,18.250636363636364,18.250636363636364
2019-10-16,0.0,66,56,82,,,4.2375,7.598090909090908,7.598090909090908
2019-10-17,,59,,,,,6.340625,6.845545454545453,6.845545454545453
2019-10-18,0.2,62,,,,,7.3531249999999995,13.502090909090908,13.502090909090908
2019-10-19,0.01,65,,,,,6.990625,20.619272727272726,20.619272727272726
2019-10-20,0.0,69,58,80,,,4.446874999999999,21.784909090909093,21.784909090909093
2019-10-21,0.0,66,57,78,,,6.8968750000000005,19.986909090909094,19.986909090909094
2019-10-22,,66,57,69,,,4.053125,14.000181818181819,14.000181818181819
2019-10-23,0.0,60,55,70,,,4.2,18.22881818181818,18.22881818181818
2019-10-24,0.0,62,55,74,,,6.573437500000001,16.27290909090909,16.27290909090909
2019-10-25,0.28,60,55,76,,,7.4437500000000005,11.980454545454545,11.980454545454545
2019-10-26,0.17,62,55,71,,,6.5875,13.221454545454543,13.221454545454543
2019-10-27,0.05,64,,,,,6.784375,15.593181818181817,15.593181818181817
2019-10-28,0.0,65,,,,,8.30625,16.553727272727272,16.553727272727272
2019-10-29,0.37,65,58,79,,,6.021875000000001,17.647636363636362,17.647636363636362
2019-10-30,0.0,68,,,,,7.853125000000001,14.94077272727273,14.94077272727273
2019-10-31,0.17,64,55,77,,,5.1656249999999995,15.391363636363637,15.391363636363637
2019-11-01,0.25,59,52,68,27774,35.38647656081227,9.4,14.971363636363636,14.971363636363636
2019-11-02,,,,,30007,35.021561635618355,8.350000000000001,20.890636363636364,20.890636363636364
2019-11-03,0.0,60,,,31588,34.88381663923009,8.13125,21.745,21.745
2019-11-04,0.0,62,,,32220,35.16880819366853,6.512499999999998,23.575636363636363,23.575636363636363
2019-11-05,0.0,68,53,76,12048,35.36346281540504,9.556249999999999,18.984636363636366,18.984636363636366
2019-11-06,0.41,60,52,76,32536,35.05606097860831,2.9718750000000007,21.47772727272727,21.47772727272727
2019-11-07,,,,,27501,35.061052325369985,5.9937499999999995,14.678545454545452,14.678545454545452
2019-11-08,0.0,65,55,78,10179,35.5148835838491,3.559375,17.31827272727273,17.31827272727273
2019-11-09,0.0,67,56,77,29363,35.14804345605013,4.6781250000000005,19.372090909090907,19.372090909090907
2019-11-10,0.0,62,51,75,,,5.468749999999999,17.458454545454547,17.458454545454547
2019-11-11,0.0,67,51,78,,,7.678125,16.434545454545454,16.434545454545454
2019-11-12,0.0,63,54,78,,,6.875000000000001,11.816636363636364,11.816636363636364
2019-11-13,0.0,66,52,74,,,5.853125,16.800454545454546,16.800454545454546
2019-11-14,0.0,63,,,,,5.321875000000001,16.774363636363635,16.774363636363635
2019-11-15,0.0,63,51,76,,,3.76875,15.176363636363636,15.176363636363636
2019-11-16,0.0,64,50,73,,,6.665625,13.393272727272727,13.393272727272727
2019-11-17,,65,,,,,5.421874999999999,16.101000000000003,16.101000000000003
2019-11-18,0.0,63,52,76,,,4.987500000000001,16.591545454545454,16.591545454545454
2019-11-19,,66,,,,,7.996875,15.288363636363636,15.288363636363636
2019-11-20,0.0,65,54,76,,,8.403125,15.351636363636363,15.351636363636363
2019-11-21,0.0,69,54,77,,,8.234375,16.086454545454547,16.086454545454547
2019-11-22,0.0,64,54,78,,,9.953124999999998,16.898454545454545,16.898454545454545
2019-11-23,0.0,69,54,80,,,7.821875000000001,17.15809090909091,17.15809090909091
2019-11-24,0.0,61,52,78,,,6.159375000000001,16.563545454545455,16.563545454545455
2019-11-25,,,,,,,9.434375000000003,17.18490909090909,17.18490909090909
2019-11-26,0.0,64,53,81,,,7.44375,16.766454545454547,16.766454545454547
2019-11-27,0.0,69,55,80,,,8.299999999999999,16.150636363636362,16.150636363636362
2019-11-28,0.0,65,52,82,,,9.75,17.225454545454543,17.225454545454543
2019-11-29,,,,,,,10.756249999999998,15.805181818181818,15.805181818181818
2019-11-30,0.0,66,54,80,,,10.656562500000001,16.258000000000003,16.258000000000003
2019-12-01,0.0,70,55,79,12394,35.53388736485396,9.2375,11.635090909090907,11.635090909090907
2019-12-02,0.0,61,51,79,30948,34.948268062556544,7.056249999999999,19.18672727272727,19.18672727272727
2019-12-03,0.0,66,51,73,31098,34.856711042510774,7.65,23.411454545454543,23.411454545454543
2019-12-04,0.0,64,51,76,30409,35.18892433161235,5.4781249999999995,24.420727272727273,24.420727272727273
2019-12-05,0.0,63,49,75,10325,35.432639225181596,9.5875,14.994636363636362,14.994636363636362
2019-12-06,0.0,62,49,75,32446,35.0814892436664,4.534374999999999,22.920454545454547,22.920454545454547
2019-12-07,0.0,63,49,77,25231,35.111172763663745,4.3062499999999995,15.065,15.065
2019-12-08,0.0,60,,,27702,34.94870406468847,4.33125,22.47281818181818,22.47281818181818
2019-12-09,0.0,64,47,77,30047,35.11152527706593,4.0875,17.41672727272727,17.41672727272727
2019-12-10,0.0,64,,,,,3.2437500000000004,15.823909090909092,15.823909090909092
2019-12-11,0.0,63,49,80,,,4.378125,16.546181818181818,16.546181818181818
2019-12-12,0.0,59,,,,,10.028125,13.394090909090908,13.394090909090908
2019-12-13,0.0,62,47,74,,,11.921875000000002,14.079545454545455,14.079545454545455
2019-12-14,0.0,59,,,,,11.978124999999997,14.141454545454543,14.141454545454543
2019-12-15,0.0,66,47,77,,,9.690624999999999,13.758727272727272,13.758727272727272
2019-12-16,0.0,63,47,78,,,9.91875,11.868818181818181,11.868818181818181
2019-12-17,0.0,65,47,74,,,8.696875000000002,10.593454545454547,10.593454545454547
2019-12-18,0.0,55,45,76,,,7.328124999999998,8.252727272727274,8.252727272727274
2019-12-19,0.0,57,,,,,10.484374999999998,12.051363636363636,12.051363636363636
2019-12-20,0.0,58,42,71,,,9.981250000000003,7.991090909090909,7.991090909090909
2019-12-21,,,,,,,9.053125,8.832727272727274,8.832727272727274
2019-12-22,,,,,,,8.990625,6.301909090909091,6.301909090909091
2019-12-23,0.0,58,,,,,13.15625,12.845818181818181,12.845818181818181
2019-12-24,0.0,59,45,72,,,11.978124999999999,14.166454545454547,14.166454545454547
2019-12-25,,,,,,,13.190624999999999,13.262181818181817,13.262181818181817
2019-12-26,,,,,,,10.350000000000001,13.569272727272725,13.569272727272725
2019-12-27,,,,,,,10.090000000000002,12.390545454545453,12.390545454545453
2019-12-28,,,,,,,9.421874999999998,12.144,12.144
2019-12-29,,,,,,,9.209375000000001,9.185727272727274,9.185727272727274
2019-12-30,0.0,63,,,,,9.40625,14.618363636363636,14.618363636363636
2019-12-31,0.0,61,49,75,,,10.790624999999999,13.267454545454546,13.267454545454546
