FECHA,HORA,CHO,CUT,FAC,LAA,MER,MON,MPA,PED,SAG,SFE,TLA
01/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,7,0.003,0,0,0,-99,0,-99,0.004,0,0,-99
01/01/2019,8,0.147,0.097,0.121,0.11,-99,0.122,-99,0.164,0.114,0.156,-99
01/01/2019,9,0.749,0.586,0.706,0.606,-99,0.586,-99,0.785,0.589,0.899,-99
01/01/2019,10,1.625,1.413,1.641,1.447,-99,1.335,-99,1.735,1.297,1.892,-99
01/01/2019,11,2.356,2.499,2.57,2.375,-99,2.393,-99,2.535,2.266,2.818,-99
01/01/2019,12,2.961,3.021,3.123,2.921,-99,3.073,-99,2.956,2.879,3.449,-99
01/01/2019,13,3.519,3.621,3.294,3.295,-99,3.466,-99,2.84,3.536,3.647,-99
01/01/2019,14,3.405,3.593,3.096,3.097,-99,3.25,-99,3.112,3.212,3.079,-99
01/01/2019,15,2.864,2.611,2.317,2.41,-99,2.888,-99,2.383,2.56,2.417,-99
01/01/2019,16,1.897,2.257,1.536,1.504,-99,1.679,-99,1.791,1.547,1.683,-99
01/01/2019,17,1.228,1.279,0.895,0.909,-99,1.355,-99,0.986,1.216,0.92,-99
01/01/2019,18,0.315,0.35,0.312,0.32,-99,0.405,-99,0.412,0.371,0.375,-99
01/01/2019,19,0.024,0.016,0.021,0.02,-99,0.023,-99,0.019,0.016,0.023,-99
01/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
01/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,7,0.002,0.001,0,0.001,-99,0.001,-99,0.001,0,0,-99
02/01/2019,8,0.145,0.057,0.129,0.111,-99,0.109,-99,0.164,0.08,0.153,-99
02/01/2019,9,0.739,0.373,0.748,0.554,-99,0.63,-99,0.775,0.353,0.906,-99
02/01/2019,10,1.63,1.698,1.62,1.411,-99,1.68,-99,1.715,0.848,1.913,-99
02/01/2019,11,2.423,2.457,2.469,2.643,-99,2.867,-99,2.535,2.534,2.661,-99
02/01/2019,12,3.063,3.151,2.743,3.001,-99,3.21,-99,2.842,3.215,2.795,-99
02/01/2019,13,3.082,2.613,2.619,2.358,-99,2.701,-99,1.984,2.561,1.989,-99
02/01/2019,14,2.682,2.223,2.626,2.615,-99,2.569,-99,2.301,2.388,2.326,-99
02/01/2019,15,2.252,2.529,1.84,2.005,-99,2.384,-99,1.706,2.355,1.696,-99
02/01/2019,16,1.193,1.636,1.132,1.159,-99,1.744,-99,1.648,1.435,1.693,-99
02/01/2019,17,0.748,0.901,0.911,0.868,-99,0.964,-99,1.172,0.987,1.08,-99
02/01/2019,18,0.318,0.305,0.407,0.406,-99,0.486,-99,0.451,0.426,0.482,-99
02/01/2019,19,0.009,0.02,0.023,0.021,-99,0.024,-99,0.017,0.019,0.028,-99
02/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
02/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,7,0.002,0,0,0,-99,0,-99,0.003,0,0,-99
03/01/2019,8,0.105,0.084,0.091,0.091,-99,0.119,-99,0.098,0.095,0.098,-99
03/01/2019,9,0.522,0.598,0.505,0.491,-99,0.607,-99,0.538,0.522,0.598,-99
03/01/2019,10,1.077,1.32,1.155,1.003,-99,1.211,-99,1.209,1.168,1.316,-99
03/01/2019,11,2.1,2.409,2.221,2.113,-99,2.143,-99,2.326,2.327,2.484,-99
03/01/2019,12,2.799,3.196,2.681,2.573,-99,2.849,-99,2.79,2.826,2.759,-99
03/01/2019,13,3.144,3.58,2.475,2.677,-99,3.142,-99,2.485,3.641,2.587,-99
03/01/2019,14,2.947,3.156,2.373,2.684,-99,2.88,-99,2.686,3.249,2.631,-99
03/01/2019,15,2.198,2.262,2.18,2.606,-99,2.611,-99,2.204,2.584,2.288,-99
03/01/2019,16,1.813,2.139,1.786,2.036,-99,2.258,-99,1.992,2.07,1.921,-99
03/01/2019,17,1.158,1.293,0.93,1.015,-99,1.344,-99,1.05,1.024,1.062,-99
03/01/2019,18,0.335,0.442,0.325,0.321,-99,0.426,-99,0.307,0.322,0.344,-99
03/01/2019,19,0.018,0.02,0.021,0.02,-99,0.025,-99,0.01,0.017,0.021,-99
03/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
03/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,7,0.003,0,0,0,-99,0,-99,0.003,0.001,0,-99
04/01/2019,8,0.129,0.114,0.122,0.116,-99,0.142,-99,0.158,0.116,0.142,-99
04/01/2019,9,0.745,0.703,0.734,0.66,-99,0.799,-99,0.751,0.698,0.857,-99
04/01/2019,10,1.635,1.613,1.618,1.519,-99,1.718,-99,1.688,1.637,1.831,-99
04/01/2019,11,2.488,2.606,2.291,2.224,-99,2.68,-99,2.541,2.618,2.662,-99
04/01/2019,12,3.147,3.292,2.87,2.777,-99,3.297,-99,2.996,3.33,3.127,-99
04/01/2019,13,3.46,3.464,3.038,2.823,-99,3.533,-99,3.183,3.649,3.224,-99
04/01/2019,14,3.281,3.237,2.843,2.652,-99,3.328,-99,2.851,3.45,2.968,-99
04/01/2019,15,2.894,2.747,2.339,2.115,-99,2.933,-99,2.462,2.85,2.399,-99
04/01/2019,16,2.077,1.895,1.736,1.523,-99,2.089,-99,1.693,1.903,1.452,-99
04/01/2019,17,1.094,1.078,0.814,0.78,-99,1.26,-99,0.712,1.056,0.646,-99
04/01/2019,18,0.277,0.358,0.237,0.269,-99,0.405,-99,0.282,0.294,0.211,-99
04/01/2019,19,0.024,0.018,0.009,0.013,-99,0.024,-99,0.002,0.017,0.01,-99
04/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
04/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,7,0.003,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,8,0.116,0.112,0.113,0.113,-99,0.124,-99,0.156,0.11,0.135,-99
05/01/2019,9,0.611,0.744,0.654,0.645,-99,0.701,-99,0.72,0.648,0.812,-99
05/01/2019,10,1.343,1.576,1.451,1.411,-99,1.526,-99,1.547,1.475,1.718,-99
05/01/2019,11,2.067,2.498,2.211,2.195,-99,2.355,-99,2.397,2.407,2.559,-99
05/01/2019,12,2.513,3.239,2.929,2.741,-99,3.048,-99,3.014,2.967,3.137,-99
05/01/2019,13,2.706,3.598,3.236,3.1,-99,3.105,-99,3.287,3.376,3.391,-99
05/01/2019,14,2.63,3.509,2.873,2.852,-99,3.046,-99,3.262,3.447,3.236,-99
05/01/2019,15,2.102,3.002,2.484,2.328,-99,2.742,-99,2.823,2.863,2.712,-99
05/01/2019,16,1.056,2.04,1.788,1.608,-99,2.001,-99,1.833,2.105,1.878,-99
05/01/2019,17,0.454,1.163,0.985,0.948,-99,1.108,-99,0.882,1.32,0.994,-99
05/01/2019,18,0.224,0.419,0.362,0.35,-99,0.403,-99,0.307,0.416,0.339,-99
05/01/2019,19,0.036,0.024,0.019,0.023,-99,0.021,-99,0.013,0.02,0.015,-99
05/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
05/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,7,0.019,0,0,0,-99,0,-99,0.011,0,0.012,-99
06/01/2019,8,0.076,0.115,0.107,0.1,-99,0.112,-99,0.139,0.109,0.122,-99
06/01/2019,9,0.497,0.728,0.648,0.626,-99,0.681,-99,0.664,0.662,0.729,-99
06/01/2019,10,1.304,1.696,1.475,1.487,-99,1.56,-99,1.535,1.548,1.688,-99
06/01/2019,11,2.157,2.734,2.396,2.413,-99,2.517,-99,2.44,2.41,2.64,-99
06/01/2019,12,2.722,3.366,3.133,3.116,-99,3.246,-99,3.142,3.082,3.255,-99
06/01/2019,13,2.95,3.726,3.433,3.379,-99,3.674,-99,3.504,3.433,3.628,-99
06/01/2019,14,3.007,3.766,3.426,3.418,-99,3.399,-99,3.476,3.529,3.565,-99
06/01/2019,15,2.52,3.332,2.876,2.952,-99,2.834,-99,3.056,3.184,3.044,-99
06/01/2019,16,1.769,2.429,2.21,2.137,-99,2.16,-99,2.157,2.298,2.202,-99
06/01/2019,17,1.017,1.371,1.239,1.208,-99,1.273,-99,1.193,1.246,1.276,-99
06/01/2019,18,0.288,0.474,0.437,0.417,-99,0.441,-99,0.437,0.421,0.468,-99
06/01/2019,19,0.048,0.029,0.032,0.028,-99,0.03,-99,0.021,0.024,0.032,-99
06/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
06/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,7,0.003,0,0,0,-99,0.001,-99,0.001,0,0,-99
07/01/2019,8,0.133,0.124,0.123,0.12,-99,0.131,-99,0.157,0.114,0.14,-99
07/01/2019,9,0.667,0.787,0.728,0.716,-99,0.757,-99,0.775,0.697,0.869,-99
07/01/2019,10,1.471,1.791,1.521,1.476,-99,1.687,-99,1.668,1.597,1.862,-99
07/01/2019,11,2.344,2.703,2.493,2.376,-99,2.657,-99,2.51,2.589,2.791,-99
07/01/2019,12,3.029,3.488,3.146,2.783,-99,3.422,-99,3.255,3.373,3.426,-99
07/01/2019,13,3.201,3.705,3.456,3.361,-99,3.739,-99,3.456,3.667,3.625,-99
07/01/2019,14,2.966,3.605,3.221,3.292,-99,3.595,-99,3.507,3.504,3.498,-99
07/01/2019,15,2.685,3.021,2.526,2.556,-99,3.03,-99,2.811,2.868,2.692,-99
07/01/2019,16,2.049,2.253,1.977,1.923,-99,2.191,-99,1.99,2.117,2.004,-99
07/01/2019,17,1.088,1.33,1,0.99,-99,1.348,-99,1.061,1.217,1.084,-99
07/01/2019,18,0.33,0.384,0.398,0.375,-99,0.449,-99,0.384,0.387,0.414,-99
07/01/2019,19,0.041,0.027,0.031,0.028,-99,0.032,-99,0.023,0.024,0.03,-99
07/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
07/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,7,0.003,0,0,0.001,-99,0.001,-99,0.003,0.001,0,-99
08/01/2019,8,0.144,0.129,0.125,0.121,-99,0.144,-99,0.157,0.115,0.14,-99
08/01/2019,9,0.7,0.885,0.776,0.719,-99,0.797,-99,0.734,0.695,0.842,-99
08/01/2019,10,1.489,1.857,1.628,1.557,-99,1.72,-99,1.668,1.716,1.836,-99
08/01/2019,11,2.253,2.892,2.533,2.366,-99,2.747,-99,2.591,2.817,2.747,-99
08/01/2019,12,2.796,3.644,3.247,2.906,-99,3.444,-99,3.154,3.469,3.245,-99
08/01/2019,13,3.102,4.037,3.441,3.138,-99,3.75,-99,3.297,3.88,3.682,-99
08/01/2019,14,3.11,3.938,3.422,2.939,-99,3.742,-99,3.318,3.654,3.587,-99
08/01/2019,15,2.82,3.47,2.993,2.644,-99,3.12,-99,2.784,3.125,2.951,-99
08/01/2019,16,2.027,2.461,2.129,2.053,-99,2.344,-99,1.982,2.358,2.135,-99
08/01/2019,17,1.088,1.383,1.253,1.206,-99,1.44,-99,1.185,1.356,1.26,-99
08/01/2019,18,0.32,0.531,0.44,0.43,-99,0.533,-99,0.449,0.479,0.477,-99
08/01/2019,19,0.02,0.035,0.037,0.036,-99,0.036,-99,0.026,0.031,0.036,-99
08/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
08/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,7,0,0,0,0,-99,0.001,-99,0.002,0,0.001,-99
09/01/2019,8,0.125,0.132,0.126,0.123,-99,0.085,-99,0.132,0.118,0.142,-99
09/01/2019,9,0.661,0.777,0.789,0.713,-99,0.424,-99,0.714,0.746,0.871,-99
09/01/2019,10,1.402,1.548,1.655,1.562,-99,1.554,-99,1.535,1.751,1.753,-99
09/01/2019,11,2.162,2.633,2.56,2.308,-99,2.651,-99,2.468,2.783,2.742,-99
09/01/2019,12,2.858,3.52,3.274,2.96,-99,3.377,-99,3.308,3.555,3.487,-99
09/01/2019,13,3.273,3.93,3.494,3.321,-99,3.685,-99,3.668,3.839,3.78,-99
09/01/2019,14,3.133,3.904,3.45,3.398,-99,3.577,-99,3.451,3.626,3.602,-99
09/01/2019,15,2.536,3.355,2.866,2.87,-99,3.055,-99,2.782,3.098,2.807,-99
09/01/2019,16,1.584,2.513,1.976,2.06,-99,2.132,-99,1.933,2.233,1.904,-99
09/01/2019,17,0.844,1.428,1.09,1.157,-99,1.219,-99,1.019,1.265,1.095,-99
09/01/2019,18,0.242,0.494,0.399,0.409,-99,0.429,-99,0.378,0.441,0.411,-99
09/01/2019,19,0.021,0.034,0.033,0.03,-99,0.031,-99,0.002,0.026,0.033,-99
09/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
09/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,7,0.001,0,0,0.002,-99,0,-99,0.001,0.001,0,-99
10/01/2019,8,0.074,0.061,0.05,0.057,-99,0.088,-99,0.056,0.055,0.059,-99
10/01/2019,9,0.458,0.593,0.358,0.426,-99,0.515,-99,0.322,0.498,0.322,-99
10/01/2019,10,1.286,1.256,0.93,1.008,-99,1.421,-99,0.849,1.369,0.909,-99
10/01/2019,11,2.368,2.423,2.078,2.33,-99,2.717,-99,2.298,2.685,2.4,-99
10/01/2019,12,2.969,3.489,3.077,3.048,-99,3.448,-99,3.327,3.339,3.479,-99
10/01/2019,13,3.186,3.784,3.299,3.316,-99,3.791,-99,3.594,3.678,3.755,-99
10/01/2019,14,2.91,3.785,3.048,3.334,-99,3.749,-99,3.374,3.712,3.488,-99
10/01/2019,15,2.516,3.235,2.713,3.004,-99,3.226,-99,2.602,3.128,2.778,-99
10/01/2019,16,2.049,2.355,1.874,2.203,-99,2.122,-99,2.02,2.43,1.975,-99
10/01/2019,17,1.176,1.2,1.048,1.254,-99,1.089,-99,1.067,1.154,1.132,-99
10/01/2019,18,0.391,0.4,0.375,0.428,-99,0.448,-99,0.413,0.429,0.415,-99
10/01/2019,19,0.004,0.03,0.032,0.028,-99,0.035,-99,0.027,0.029,0.034,-99
10/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
10/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,7,0.006,0,0,0,-99,0,-99,0.004,0,0,-99
11/01/2019,8,0.123,0.115,0.115,0.105,-99,0.126,-99,0.148,0.105,0.13,-99
11/01/2019,9,0.666,0.732,0.671,0.65,-99,0.734,-99,0.715,0.653,0.802,-99
11/01/2019,10,1.507,1.607,1.425,1.529,-99,1.656,-99,1.616,1.608,1.76,-99
11/01/2019,11,2.39,2.597,2.223,2.435,-99,2.646,-99,2.506,2.68,2.656,-99
11/01/2019,12,3.019,3.104,2.834,3.123,-99,3.336,-99,3.201,3.451,3.266,-99
11/01/2019,13,3.292,3.486,3.014,3.366,-99,3.602,-99,3.499,3.755,3.553,-99
11/01/2019,14,3.2,3.231,2.963,3.191,-99,3.581,-99,3.309,3.595,3.48,-99
11/01/2019,15,2.845,2.719,2.554,2.562,-99,3.104,-99,2.776,2.936,2.718,-99
11/01/2019,16,1.95,1.61,1.652,1.668,-99,2,-99,1.959,1.949,1.454,-99
11/01/2019,17,0.934,0.922,0.682,0.807,-99,0.867,-99,0.971,0.944,0.893,-99
11/01/2019,18,0.303,0.189,0.192,0.217,-99,0.448,-99,0.29,0.262,0.233,-99
11/01/2019,19,0.007,0.021,0.032,0.017,-99,0.035,-99,0.03,0.01,0.031,-99
11/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
11/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,7,0.003,0,0,0,-99,0.001,-99,0.003,0,0,-99
12/01/2019,8,0.06,0.078,0.087,0.084,-99,0.088,-99,0.035,0.087,0.032,-99
12/01/2019,9,0.503,0.638,0.455,0.422,-99,0.512,-99,0.125,0.609,0.4,-99
12/01/2019,10,1.234,1.711,0.879,0.923,-99,1.513,-99,0.531,0.721,1.101,-99
12/01/2019,11,1.716,2.338,2.18,1.886,-99,2.363,-99,1.657,2.268,2.389,-99
12/01/2019,12,2.237,3.46,2.88,2.757,-99,3,-99,2.95,3.131,3.263,-99
12/01/2019,13,2.578,3.822,2.542,3.053,-99,2.881,-99,3.049,3.545,2.924,-99
12/01/2019,14,2.6,2.086,1.803,2.185,-99,3.418,-99,2.004,3.471,2.087,-99
12/01/2019,15,2.018,1.374,1.814,1.821,-99,2.503,-99,1.949,1.608,1.701,-99
12/01/2019,16,0.365,1.349,1.31,1.232,-99,1.742,-99,0.842,1.957,0.861,-99
12/01/2019,17,0.354,0.912,0.392,0.452,-99,0.714,-99,0.436,0.826,0.689,-99
12/01/2019,18,0.14,0.368,0.073,0.077,-99,0.087,-99,0.183,0.223,0.159,-99
12/01/2019,19,0.008,0.019,0.004,0,-99,0.019,-99,0.028,0.004,0.015,-99
12/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
12/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,7,0.002,0,0,0,-99,0.002,-99,0.002,0,0,-99
13/01/2019,8,0.037,0.123,0.058,0.06,-99,0.092,-99,0.051,0.037,0.045,-99
13/01/2019,9,0.421,0.541,0.446,0.409,-99,0.483,-99,0.425,0.475,0.423,-99
13/01/2019,10,0.785,1.25,1.541,1.275,-99,1.258,-99,1.311,1.187,0.936,-99
13/01/2019,11,1.573,2.227,1.042,1.299,-99,1.945,-99,2.046,1.528,1.655,-99
13/01/2019,12,2.176,2.188,1.975,1.437,-99,2.213,-99,3.018,2.708,2.571,-99
13/01/2019,13,1.799,2.871,3.09,2.034,-99,3.101,-99,2.707,2.111,2.977,-99
13/01/2019,14,3.01,3.356,3.033,3.11,-99,3.214,-99,3.296,3.566,3.378,-99
13/01/2019,15,2.11,2.697,2.964,2.256,-99,3.104,-99,1.87,2.567,2.144,-99
13/01/2019,16,1.142,2.497,1.884,1.7,-99,2.011,-99,1.005,1.862,0.831,-99
13/01/2019,17,0.26,1.491,0.706,0.738,-99,1.121,-99,0.483,0.946,0.509,-99
13/01/2019,18,0.109,0.5,0.401,0.282,-99,0.374,-99,0.223,0.372,0.205,-99
13/01/2019,19,0.004,0.012,0.028,0.023,-99,0.016,-99,0.006,0.015,0.01,-99
13/01/2019,20,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,21,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,22,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,23,0,0,0,0,-99,0,-99,0,0,0,-99
13/01/2019,24,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,1,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,2,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,3,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,4,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,5,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,6,0,0,0,0,-99,0,-99,0,0,0,-99
14/01/2019,7,0,0,0,0,-99,0.001,-99,0.003,0,0,-99
14/01/2019,8,0.061,0.124,0.084,0.048,-99,0.115,-99,0.056,0.066,0.043,-99
14/01/2019,9,0.295,0.585,0.335,0.283,-99,0.373,-99,0.197,0.309,0.207,-99
14/01/2019,10,0.753,1.065,0.596,0.55,-99,1.528,-99,0.428,1.039,0.317,-99
14/01/2019,11,1.85,1.67,0.944,0.964,-99,2.239,-99,0.893,2.446,0.724,-99
14/01/2019,12,1.859,2.576,1.393,1.574,-99,2.729,-99,1.419,3.203,1.423,-99
14/01/2019,13,2.126,4.231,2.814,3.525,-99,3.323,-99,2.816,3.973,2.951,-99
14/01/2019,14,2.327,4.13,3.779,3.653,-99,3.987,-99,3.602,3.884,3.624,-99
14/01/2019,15,2.368,3.776,3.308,3.18,-99,3.467,-99,3.288,3.447,3.271,-99
14/01/2019,16,1.978,2.849,2.39,2.288,-99,2.39,-99,2.403,2.504,2.419,-99
14/01/2019,17,1.08,1.734,1.394,1.267,-99,1.421,-99,1.322,1.444,1.312,-99
